"_id__$oid","total","cycle","state_full","state","candidate_id","count"
"60ad40fb9bac61a0427665d0","2790.0","2018","Tennessee","TN","H8KS03155","26"
"60ad40fb9bac61a0427665d1","55750.0","2016","Nevada","NV","S0MO00183","31"
"60ad40fb9bac61a0427665d2","76986.67","2018","Connecticut","CT","S8MO00160","105"
"60ad40fb9bac61a0427665d3","13770.2","2020","California","CA","H0KS01123","16"
"60ad40fb9bac61a0427665d4","8200.0","2020","Louisiana","LA","H8KS03155","6"
"60ad40fb9bac61a0427665d5","1000.0","2014","North Carolina","NC","S0KS00091","1"
"60ad40fb9bac61a0427665d6","8200.0","2014","Missouri","MO","S0KS00091","9"
"60ad40fb9bac61a0427665d7","11100.0","2020","Ohio","OH","S0MO00183","8"
"60ad40fb9bac61a0427665d8","3750.0","2020","Kentucky","KY","S0KS00315","4"
"60ad40fb9bac61a0427665d9","500.0","2014","Alaska","AK","S0MO00183","1"
"60ad40fb9bac61a0427665da","750.0","2020","Colorado","CO","H0KS01123","4"
"60ad40fb9bac61a0427665db","14000.0","2020","Ohio","OH","S0KS00315","16"
"60ad40fb9bac61a0427665dc","5750.0","2020","Kentucky","KY","H8KS03155","5"
"60ad40fb9bac61a0427665dd","2300.0","2018","Alabama","AL","S0MO00183","4"
"60ad40fb9bac61a0427665de","9646.68","2020","Pennsylvania","PA","S8MO00160","66"
"60ad40fb9bac61a0427665df","14700.0","2016","Massachusetts","MA","S0KS00091","14"
"60ad40fb9bac61a0427665e0","4595.0","2018","Alabama","AL","H8KS03155","19"
"60ad40fb9bac61a0427665e1","8350.0","2018","Hawaii","HI","S8MO00160","16"
"60ad40fb9bac61a0427665e2","71838.52","2016","Virginia","VA","S0KS00091","94"
"60ad40fb9bac61a0427665e3","250.0","2020","Oregon","OR","H0KS01123","1"
"60ad40fb9bac61a0427665e4","9365.0","2020","Washington","WA","S0KS00315","19"
"60ad40fb9bac61a0427665e5","45615.79","2020","Oklahoma","OK","S0KS00315","67"
"60ad40fb9bac61a0427665e6","440492.2","2014","Kansas","KS","S0KS00091","693"
"60ad40fb9bac61a0427665e7","22600.0","2018","California","CA","S0KS00091","13"
"60ad40fb9bac61a0427665e8","16325.0","2018","Utah","UT","S8MO00160","48"
"60ad40fb9bac61a0427665e9","4050.0","2020","South Dakota","SD","S0KS00315","3"
"60ad40fb9bac61a0427665ea","78894.96","2016","Massachusetts","MA","S0MO00183","59"
"60ad40fb9bac61a0427665eb","35925.0","2018","Louisiana","LA","S8MO00160","44"
"60ad40fb9bac61a0427665ec","600.0","2018","Indiana","IN","H8KS03155","3"
"60ad40fb9bac61a0427665ed","3500.0","2014","Idaho","ID","S0MO00183","5"
"60ad40fb9bac61a0427665ee","28415.0","2020","Tennessee","TN","S0KS00315","40"
"60ad40fb9bac61a0427665ef","59633.0","2014","Kansas","KS","S0MO00183","46"
"60ad40fb9bac61a0427665f0","32300.0","2014","Texas","TX","S0MO00183","27"
"60ad40fb9bac61a0427665f1","6330.0","2020","Mississippi","MS","S0KS00315","13"
"60ad40fb9bac61a0427665f2","250.0","2018","Pennsylvania","PA","S0KS00091","1"
"60ad40fb9bac61a0427665f3","339200.0","2016","Florida","FL","S0MO00183","219"
"60ad40fc9bac61a0427665f4","500.0","2018","Utah","UT","S0KS00091","1"
"60ad40fc9bac61a0427665f5","9775.0","2016","Oregon","OR","S0MO00183","8"
"60ad40fc9bac61a0427665f6","6868.0","2020","Michigan","MI","S0MO00183","26"
"60ad40fc9bac61a0427665f7","5550.0","2016","Arizona","AZ","S0KS00091","9"
"60ad40fc9bac61a0427665f8","6650.0","2020","New Mexico","NM","S0KS00315","3"
"60ad40fc9bac61a0427665f9","2955627.23","2016","Missouri","MO","S0MO00183","3981"
"60ad40fc9bac61a0427665fa","3500.0","2018","Tennessee","TN","S0KS00091","2"
"60ad40fc9bac61a0427665fb","50.0","2018","U.S. Virgin Islands","VI","H8KS03155","2"
"60ad40fc9bac61a0427665fc","1000.0","2020","Pennsylvania","PA","H0KS02188","1"
"60ad40fc9bac61a0427665fd","1000.0","2016","Alaska","AK","S0MO00183","1"
"60ad40fc9bac61a0427665fe","1002.5","2020","Idaho","ID","S8MO00160","16"
"60ad40fc9bac61a0427665ff","74821.0","2018","Maryland","MD","S8MO00160","109"
"60ad40fc9bac61a042766600","3000.0","2020","Mississippi","MS","S0KS00091","3"
"60ad40fc9bac61a042766601","19920.0","2020","Oklahoma","OK","S0MO00183","26"
"60ad40fc9bac61a042766602","11700.0","2020","Arkansas","AR","S0MO00183","8"
"60ad40fc9bac61a042766603","10153.0","2020","Nebraska","NE","H8KS03155","29"
"60ad40fc9bac61a042766604","4800.0","2020","Wisconsin","WI","S0MO00183","3"
"60ad40fc9bac61a042766605","1000.0","2020","Delaware","DE","S0MO00183","1"
"60ad40fc9bac61a042766606","7075.0","2016","Michigan","MI","S0KS00091","5"
"60ad40fc9bac61a042766607","2000.0","2020","Massachusetts","MA","S0KS00091","1"
"60ad40fc9bac61a042766608","1750.0","2014","Alabama","AL","S0KS00091","2"
"60ad40fc9bac61a042766609","150475.0","2016","Kansas","KS","S0MO00183","171"
"60ad40fc9bac61a04276660a","750.0","2014","Utah","UT","S0KS00091","2"
"60ad40fc9bac61a04276660b","26200.0","2016","Illinois","IL","S0KS00091","24"
"60ad40fc9bac61a04276660c","14220.0","2020","North Carolina","NC","S0MO00183","37"
"60ad40fc9bac61a04276660d","3150.0","2018","Vermont","VT","S8MO00160","12"
"60ad40fc9bac61a04276660e","7000.0","2018","New York","NY","S0KS00091","5"
"60ad40fc9bac61a04276660f","59850.0","2016","Washington","WA","S0MO00183","31"
"60ad40fc9bac61a042766610","50350.0","2014","New York","NY","S0MO00183","28"
"60ad40fc9bac61a042766611","45927.62","2018","Virginia","VA","H8KS03155","105"
"60ad40fc9bac61a042766612","2700.0","2018","Michigan","MI","S0MO00183","1"
"60ad40fc9bac61a042766613","1000.0","2014","Wyoming","WY","S0MO00183","2"
"60ad40fc9bac61a042766614","20982.5","2020","Arizona","AZ","S0KS00315","60"
"60ad40fc9bac61a042766615","2500.0","2020","Louisiana","LA","S0KS00091","3"
"60ad40fc9bac61a042766616","750.0","2018","Guam","GU","S8MO00160","3"
"60ad40fc9bac61a042766617","3000.0","2014","Connecticut","CT","S0KS00091","3"
"60ad40fc9bac61a042766618","44057.0","2018","Michigan","MI","S8MO00160","126"
"60ad40fc9bac61a042766619","20345.0","2018","Idaho","ID","S8MO00160","31"
"60ad40fc9bac61a04276661a","500.0","2014","Vermont","VT","S0MO00183","1"
"60ad40fc9bac61a04276661b","600641.2","2020","Missouri","MO","S8MO00160","1209"
"60ad40fc9bac61a04276661c","5500.0","2020","Michigan","MI","S0KS00091","4"
"60ad40fc9bac61a04276661d","165973.9","2020","Florida","FL","S0KS00315","250"
"60ad40fc9bac61a04276661e","125225.0","2016","Oklahoma","OK","S0MO00183","96"
"60ad40fc9bac61a04276661f","1000.0","2020","Iowa","IA","S0MO00183","1"
"60ad40fc9bac61a042766620","22800.0","2014","California","CA","S0KS00091","20"
"60ad40fc9bac61a042766621","18950.0","2016","North Carolina","NC","S0MO00183","16"
"60ad40fc9bac61a042766622","244378.18","2018","Virginia","VA","S8MO00160","353"
"60ad40fc9bac61a042766623","2000.0","2014","Rhode Island","RI","S0MO00183","2"
"60ad40fc9bac61a042766624","1000.0","2016","South Carolina","SC","S0KS00091","1"
"60ad40fc9bac61a042766625","69450.0","2014","District Of Columbia","DC","S0MO00183","65"
"60ad40fc9bac61a042766626","28550.0","2014","Ohio","OH","S0MO00183","33"
"60ad40fc9bac61a042766627","5500.0","2014","Nebraska","NE","S0MO00183","8"
"60ad40fc9bac61a042766628","31775.0","2016","Nebraska","NE","S0KS00091","39"
"60ad40fc9bac61a042766629","61182.83","2018","Oklahoma","OK","S8MO00160","82"
"60ad40fc9bac61a04276662a","21794.43","2014","Florida","FL","S0KS00091","16"
"60ad40fc9bac61a04276662b","650.0","2020","Utah","UT","S8MO00160","14"
"60ad40fc9bac61a04276662c","12495.35","2020","Indiana","IN","H8KS03155","23"
"60ad40fc9bac61a04276662d","4000.0","2016","Wyoming","WY","S0MO00183","5"
"60ad40fc9bac61a04276662e","29550.0","2020","Arizona","AZ","S0KS00091","30"
"60ad40fc9bac61a04276662f","550.0","2020","Wisconsin","WI","H0KS02188","2"
"60ad40fd9bac61a042766630","1470.0","2018","Delaware","DE","H8KS03155","33"
"60ad40fd9bac61a042766631","5300.0","2020","Utah","UT","S0KS00091","6"
"60ad40fd9bac61a042766632","117025.0","2016","Connecticut","CT","S0MO00183","80"
"60ad40fd9bac61a042766633","10140.0","2018","Nebraska","NE","S8MO00160","28"
"60ad40fd9bac61a042766634","12250.0","2016","Oklahoma","OK","S0KS00091","14"
"60ad40fd9bac61a042766635","249075.0","2018","Kansas","KS","S0KS00091","281"
"60ad40fd9bac61a042766636","750.0","2016","Maine","ME","S0MO00183","2"
"60ad40fd9bac61a042766637","46300.0","2014","Michigan","MI","S0MO00183","36"
"60ad40fd9bac61a042766638","24810.0","2020","Massachusetts","MA","S0KS00315","13"
"60ad40fd9bac61a042766639","38966.25","2020","Florida","FL","S0MO00183","59"
"60ad40fd9bac61a04276663a","250.0","2016","North Carolina","NC","S0KS00091","1"
"60ad40fd9bac61a04276663b","16940.0","2020","Kansas","KS","S0MO00183","16"
"60ad40fd9bac61a04276663c","65550.0","2016","Minnesota","MN","S0MO00183","56"
"60ad40fd9bac61a04276663d","10240.0","2018","New Mexico","NM","S8MO00160","23"
"60ad40fd9bac61a04276663e","482550.58","2018","California","CA","S8MO00160","882"
"60ad40fd9bac61a04276663f","8000.0","2018","Ohio","OH","S0MO00183","8"
"60ad40fd9bac61a042766640","1000.0","2018","South Carolina","SC","S0KS00091","1"
"60ad40fd9bac61a042766641","105475.0","2016","Michigan","MI","S0MO00183","76"
"60ad40fd9bac61a042766642","1984.29","2020","New Hampshire","NH","H8KS03155","9"
"60ad40fd9bac61a042766643","2700.0","2018","Montana","MT","S0KS00091","7"
"60ad40fd9bac61a042766644","9100.0","2018","Minnesota","MN","S0KS00091","5"
"60ad40fd9bac61a042766645","500.0","2020","Michigan","MI","H0KS01123","1"
"60ad40fd9bac61a042766646","20065.0","2018","West Virginia","WV","S8MO00160","32"
"60ad40fd9bac61a042766647","5402.5","2020","Arizona","AZ","S8MO00160","55"
"60ad40fd9bac61a042766648","603247.1","2018","New York","NY","H8KS03155","678"
"60ad40fd9bac61a042766649","22275.0","2020","New York","NY","S0MO00183","25"
"60ad40fd9bac61a04276664a","2500.0","2020","West Virginia","WV","S0KS00315","1"
"60ad40fd9bac61a04276664b","1000.0","2018","Mississippi","MS","H8KS03155","2"
"60ad40fd9bac61a04276664c","2000.0","2020","Arkansas","AR","H0KS02188","3"
"60ad40fd9bac61a04276664d","3950.0","2016","Washington","WA","S0KS00091","5"
"60ad40fd9bac61a04276664e","2500.0","2018","Pennsylvania","PA","S0MO00183","3"
"60ad40fd9bac61a04276664f","44666.34","2020","Virginia","VA","H8KS03155","169"
"60ad40fd9bac61a042766650","15500.0","2020","Maryland","MD","S8MO00160","35"
"60ad40fd9bac61a042766651","500.0","2020","Nebraska","NE","H0KS02188","1"
"60ad40fd9bac61a042766652","350.0","2016","Maine","ME","S0KS00091","1"
"60ad40fd9bac61a042766653","500.0","2020","Alabama","AL","S0KS00091","1"
"60ad40fd9bac61a042766654","18400.0","2020","Maryland","MD","S0KS00315","29"
"60ad40fd9bac61a042766655","6611.0","2018","West Virginia","WV","H8KS03155","10"
"60ad40fd9bac61a042766656","45765.85","2020","California","CA","S8MO00160","267"
"60ad40fd9bac61a042766657","2925.0","2018","Montana","MT","H8KS03155","7"
"60ad40fd9bac61a042766658","5000.0","2016","South Carolina","SC","S0MO00183","4"
"60ad40fd9bac61a042766659","175905.0","2020","New York","NY","S0KS00315","181"
"60ad40fd9bac61a04276665a","3200.0","2018","Washington","WA","S0KS00091","7"
"60ad40fd9bac61a04276665b","3000.0","2014","Tennessee","TN","S0MO00183","7"
"60ad40fd9bac61a04276665c","475.0","2020","Georgia","GA","H0KS01123","2"
"60ad40fd9bac61a04276665d","1000.0","2020","Delaware","DE","S0KS00315","1"
"60ad40fd9bac61a04276665e","3200.0","2018","Alaska","AK","S8MO00160","18"
"60ad40fd9bac61a04276665f","5600.0","2020","Idaho","ID","H0KS02188","2"
"60ad40fd9bac61a042766660","500.0","2018","Minnesota","MN","S0MO00183","1"
"60ad40fd9bac61a042766661","2500.0","2016","Idaho","ID","S0MO00183","4"
"60ad40fd9bac61a042766662","64578.15","2020","Florida","FL","H8KS03155","124"
"60ad40fd9bac61a042766663","250.0","2020","Hawaii","HI","S8MO00160","1"
"60ad40fd9bac61a042766664","51450.0","2016","Tennessee","TN","S0MO00183","38"
"60ad40fd9bac61a042766665","32242.5","2018","Pennsylvania","PA","H8KS03155","68"
"60ad40fd9bac61a042766666","16000.0","2020","Florida","FL","H0KS02188","9"
"60ad40fd9bac61a042766667","2700.0","2018","Armed Forces Pacific","AP","S8MO00160","1"
"60ad40fd9bac61a042766668","400.0","2020","Montana","MT","S8MO00160","2"
"60ad40fd9bac61a042766669","122165.63","2018","Virginia","VA","S0MO00183","84"
"60ad40fd9bac61a04276666a","22650.0","2018","Texas","TX","S0MO00183","15"
"60ad40fd9bac61a04276666b","3500.0","2014","Louisiana","LA","S0MO00183","4"
"60ad40fe9bac61a04276666c","22478.47","2020","Texas","TX","H8KS03155","65"
"60ad40fe9bac61a04276666d","29225.0","2020","Louisiana","LA","S0KS00315","23"
"60ad40fe9bac61a04276666e","2800.0","2020","Nebraska","NE","H0KS01123","1"
"60ad40fe9bac61a04276666f","4100.0","2014","South Dakota","SD","S0MO00183","4"
"60ad40fe9bac61a042766670","40405.0","2020","Kansas","KS","S8MO00160","42"
"60ad40fe9bac61a042766671","251.0","2020","Illinois","IL","H0KS01123","1"
"60ad40fe9bac61a042766672","124461.18","2018","District Of Columbia","DC","H8KS03155","298"
"60ad40fe9bac61a042766673","1500.0","2014","Washington","WA","S0KS00091","3"
"60ad40fe9bac61a042766674","2864.15","2014","Massachusetts","MA","S0KS00091","4"
"60ad40fe9bac61a042766675","3500.0","2020","Mississippi","MS","H8KS03155","4"
"60ad40fe9bac61a042766676","6400.0","2018","Connecticut","CT","S0MO00183","3"
"60ad40fe9bac61a042766677","250.0","2016","Oregon","OR","S0KS00091","1"
"60ad40fe9bac61a042766678","14366.66","2018","Minnesota","MN","H8KS03155","39"
"60ad40fe9bac61a042766679","3800.0","2020","Connecticut","CT","H0KS02188","2"
"60ad40fe9bac61a04276667a","49200.0","2020","Missouri","MO","H0KS01123","47"
"60ad40fe9bac61a04276667b","12660.0","2018","Georgia","GA","S0MO00183","11"
"60ad40fe9bac61a04276667c","1000.0","2020","Indiana","IN","H0KS02188","1"
"60ad40fe9bac61a04276667d","7440.0","2020","Washington","WA","S8MO00160","40"
"60ad40fe9bac61a04276667e","11700.0","2020","Wyoming","WY","H8KS03155","6"
"60ad40fe9bac61a04276667f","2595.0","2018","Idaho","ID","H8KS03155","12"
